OBJECTID,CDSCode,Status,Charter,Ed_Type,Level,Pb_Prv_BIE,School,District,County,Street,City,State,Zip,Lat,Long,Stacked,Stack_cnt,Source,CDS_uniq,GradesOffered,GradesServed
5929,4.10042E+12,Active,No,Special Education School,Elementary - High Combination,Public,Butte County Special Education,Butte County Office of Education,Butte,1859 Bird Street,Oroville,CA,95965-4854,39.512226,-121.556443,Yes,2,Butte CO Parcels 2012,4.10042E+12,K-12,K-12
5930,4.61531E+12,Active,No,Traditional,High School,Public,Paradise Adult,Paradise Unified,Butte,622 Pearson Road,Paradise,CA,95969-5132,39.751111,-121.610571,Yes,5,Butte CO Parcels 2012,4.61531E+12,Adult,12-Nov
5931,4.61531E+12,Active,No,Community Day School,Intermediate/Middle/Junior High - High Combination,Public,Honey Run Academy Secondary,Paradise Unified,Butte,622 Pearson Road,Paradise,CA,95969-5133,39.751111,-121.610571,Yes,5,Butte CO Parcels 2012,4.61531E+12,12-Jul,12-Aug
5932,4.61531E+12,Active,No,Traditional,High School,Public,Paradise Senior High,Paradise Unified,Butte,5911 Maxwell Drive,Paradise,CA,95969-4023,39.761616,-121.614814,No,1,Butte CO Parcels 2012,4.61531E+12,12-Sep,12-Sep
5933,4.74682E+12,Active,No,Regional Occupational Center/Program,High School,Public,Butte County ROP,Butte County ROP,Butte,"2491 Carmichael Drive, Suite 500",Chico,CA,95928-7192,39.715825,-121.804534,No,1,Butte CO Parcels 2012,4.74682E+12,9-Post Secondary,No Data
5934,4.61424E+12,Active,Yes,Traditional,Elementary - Intermediate/Middle/Junior High Combination,Public,Forest Ranch Charter,Chico Unified,Butte,15815 Cedar Creek Road,Forest Ranch,CA,95942,39.884667,-121.666976,No,1,Butte CO Parcels 2012,4.61424E+12,K-8,K-8
5935,4.61425E+12,Active,No,Traditional,Elementary,Public,Chapman Elementary,Chico Unified,Butte,1071 East 16th Street,Chico,CA,95928-6207,39.726418,-121.814344,No,1,Butte CO Parcels 2012,4.61425E+12,K-5,K-5
5936,4.61424E+12,Active,No,Alternative School of Choice,Elementary - High Combination,Public,Oakdale,Chico Unified,Butte,290 East Avenue,Chico,CA,95926-1122,39.759282,-121.858916,Yes,4,Butte CO Parcels 2012,4.61424E+12,K-12,K-12
5937,4.61424E+12,Active,No,Community Day School,Intermediate/Middle/Junior High - High Combination,Public,Academy for Change,Chico Unified,Butte,290 East Avenue,Chico,CA,95926-1122,39.759282,-121.858916,Yes,4,Butte CO Parcels 2012,4.61424E+12,12-Jul,12-Jun
5938,4.61424E+12,Active,No,Opportunity School,Intermediate/Middle/Junior High - High Combination,Public,Center for Alternative Learning,Chico Unified,Butte,290 East Avenue,Chico,CA,95926-1122,39.759282,-121.858916,Yes,4,Butte CO Parcels 2012,4.61424E+12,12-Jun,12-Jun
5939,4.61424E+12,Active,No,Continuation School,High School,Public,Fair View High (Continuation),Chico Unified,Butte,290 East Avenue,Chico,CA,95926-1122,39.759282,-121.858916,Yes,4,Butte CO Parcels 2012,4.61424E+12,12-Sep,12-Sep
5940,4.61424E+12,Active,No,Traditional,High School,Public,Chico High,Chico Unified,Butte,901 Esplanade,Chico,CA,95926-3908,39.73272,-121.849844,Yes,2,Butte CO Parcels 2012,4.61424E+12,12-Sep,12-Sep
5941,4.61424E+12,Active,Yes,Traditional,High School,Public,Inspire School of Arts and Sciences,Chico Unified,Butte,335 West Sacramento Avenue,Chico,CA,95926-3908,39.73272,-121.849844,Yes,2,Butte CO Parcels 2012,4.61424E+12,12-Sep,12-Sep
5942,4.61424E+12,Active,No,Traditional,High School,Public,Pleasant Valley High,Chico Unified,Butte,1475 East Avenue,Chico,CA,95926-1699,39.759323,-121.817447,No,1,Butte CO Parcels 2012,4.61424E+12,12-Sep,12-Sep
5943,4.61425E+12,Active,No,Traditional,Elementary,Public,Marigold Elementary,Chico Unified,Butte,2446 Marigold Avenue,Chico,CA,95926-1697,39.760229,-121.813928,Yes,2,Butte CO Parcels 2012,4.61425E+12,K-5,K-5
5944,4.61424E+12,Active,No,Special Education School,Elementary - High Combination,Public,Loma Vista,Chico Unified,Butte,1560 Manzanita Avenue,Chico,CA,95926-1615,39.760229,-121.813928,Yes,2,Butte CO Parcels 2012,4.61424E+12,P-12,K-12
5945,4.61425E+12,Active,No,Traditional,Elementary,Public,Citrus Avenue Elementary,Chico Unified,Butte,1350 Citrus Avenue,Chico,CA,95926-3219,39.738246,-121.851497,No,1,Butte CO Parcels 2012,4.61425E+12,K-5,K-5
5946,4.61425E+12,Active,No,Traditional,Elementary,Public,McManus (John A.) Elementary,Chico Unified,Butte,988 East Avenue,Chico,CA,95926-1398,39.761919,-121.839842,No,1,Butte CO Parcels 2012,4.61425E+12,K-5,K-5
5947,4.61425E+12,Active,No,Alternative School of Choice,Elementary,Public,Hooker Oak Elementary,Chico Unified,Butte,1238 Arbutus Avenue,Chico,CA,95926-3586,39.743835,-121.836336,No,1,Butte CO Parcels 2012,4.61425E+12,K-5,K-5
5948,4.61425E+12,Active,No,Traditional,Elementary,Public,Neal Dow Elementary,Chico Unified,Butte,1420 Neal Dow Avenue,Chico,CA,95926-2441,39.749063,-121.831959,No,1,Butte CO Parcels 2012,4.61425E+12,K-5,K-5
5949,4.61425E+12,Active,No,Traditional,Elementary,Public,Parkview Elementary,Chico Unified,Butte,1770 East Eighth Street,Chico,CA,95928-4107,39.742378,-121.81338,No,1,Butte CO Parcels 2012,4.61425E+12,K-5,K-5
5950,4.61425E+12,Active,No,Traditional,Elementary,Public,Rosedale Elementary,Chico Unified,Butte,100 Oak Street,Chico,CA,95928-5046,39.723532,-121.852681,No,1,Butte CO Parcels 2012,4.61425E+12,K-5,K-5
5951,4.61425E+12,Active,No,Traditional,Elementary,Public,Shasta Elementary,Chico Unified,Butte,169 Leora Court,Chico,CA,95926-0252,39.779634,-121.883109,No,1,Butte CO Parcels 2012,4.61425E+12,K-5,K-5
5952,4.61425E+12,Active,No,Alternative School of Choice,Elementary,Public,Sierra View Elementary,Chico Unified,Butte,1598 Hooker Oak Avenue,Chico,CA,95926-2961,39.75087,-121.812572,No,1,Butte CO Parcels 2012,4.61425E+12,K-5,K-5
5953,4.61425E+12,Active,No,Traditional,Intermediate/Middle/Junior High,Public,Bidwell Junior High,Chico Unified,Butte,2376 North Avenue,Chico,CA,95926-1434,39.757285,-121.837259,No,1,Butte CO Parcels 2012,4.61425E+12,8-Jun,8-Jun
5954,4.61425E+12,Active,No,Traditional,Elementary,Public,Little Chico Creek Elementary,Chico Unified,Butte,2090 Amanda Way,Chico,CA,95928-3700,39.734551,-121.797887,No,1,Butte CO Parcels 2012,4.61425E+12,K-5,K-5
5955,4.61425E+12,Active,No,Traditional,Elementary,Public,Emma Wilson Elementary,Chico Unified,Butte,1530 West Eighth Avenue,Chico,CA,95926-7155,39.734053,-121.871216,No,1,Butte CO Parcels 2012,4.61425E+12,K-5,K-5
5956,4.61425E+12,Active,Yes,Traditional,Elementary - Intermediate/Middle/Junior High Combination,Public,Chico Country Day,Chico Unified,Butte,102 West 11th Street,Chico,CA,95928-6006,39.724047,-121.833757,No,1,Butte CO Parcels 2012,4.61425E+12,K-8,K-8
5957,4.61425E+12,Active,No,Traditional,Intermediate/Middle/Junior High,Public,Marsh (Harry M.) Junior High,Chico Unified,Butte,2253 Humboldt Road,Chico,CA,95928-9132,39.738205,-121.796893,No,1,Butte CO Parcels 2012,4.61425E+12,8-Jun,8-Jun
5958,4.61425E+12,Active,Yes,Traditional,Elementary - Intermediate/Middle/Junior High Combination,Public,Blue Oak Charter,Chico Unified,Butte,450 West East Avenue,Chico,CA,95926-7238,39.753582,-121.869197,No,1,Butte CO Parcels 2012,4.61425E+12,K-8,K-8
5959,4.61424E+12,Active,Yes,Traditional,Elementary - Intermediate/Middle/Junior High Combination,Public,Sherwood Montessori,Chico Unified,Butte,1010 Cleveland Avenue,Chico,CA,95928-6207,39.747187,-121.820141,No,1,Butte CO Parcels 2012,4.61424E+12,K-8,K-8
5960,4.61424E+12,Active,Yes,Traditional,Elementary - Intermediate/Middle/Junior High Combination,Public,Nord Country,Chico Unified,Butte,5554 California Street,Chico,CA,95973-9795,39.780832,-121.954441,No,1,Butte CO Parcels 2012,4.61424E+12,K-8,K-8
5961,4.61433E+12,Active,No,Traditional,Intermediate/Middle/Junior High,Public,Durham Intermediate,Durham Unified,Butte,9416 Putney Drive,Durham,CA,95938-9426,39.648419,-121.804776,Yes,3,Butte CO Parcels 2012,4.61433E+12,8-Jun,8-Jun
5962,4.61432E+12,Active,No,Traditional,High School,Public,Durham High,Durham Unified,Butte,9455 Putney Drive,Durham,CA,95938-9426,39.648419,-121.804776,Yes,3,Butte CO Parcels 2012,4.61432E+12,12-Sep,12-Sep
5963,4.61433E+12,Active,No,Traditional,Elementary,Public,Durham Elementary,Durham Unified,Butte,9421 Putney Drive,Durham,CA,95938-9426,39.648419,-121.804776,Yes,3,Butte CO Parcels 2012,4.61433E+12,K-5,K-5
5964,4.36947E+13,Active,No,Traditional,High School,Public,Fremont High,Fremont Union High,Santa Clara,575 West Fremont Avenue,Sunnyvale,CA,94087-2556,37.353818,-122.035356,Yes,3,Santa Clara CO Parcels 2012,4.36947E+13,12-Sep,12-Sep
5965,4.36947E+13,Active,No,Community Day School,High School,Public,Community Day,Fremont Union High,Santa Clara,589 West Fremont Avenue,Sunnyvale,CA,94087-2556,37.353818,-122.035356,Yes,3,Santa Clara CO Parcels 2012,4.36947E+13,12-Sep,12-Oct
5966,4.61458E+12,Active,No,Traditional,Elementary - Intermediate/Middle/Junior High Combination,Public,Concow Elementary,Golden Feather Union Elementary,Butte,2771 Pentz Road,Oroville,CA,95965-8033,39.731393,-121.528234,No,1,Butte CO Parcels 2012,4.61458E+12,K-8,K-8
5967,4.75507E+12,Active,No,Continuation School,Intermediate/Middle/Junior High - High Combination,Public,Esperanza High (Continuation),Gridley Unified,Butte,581 B Jackson Street,Gridley,CA,95948-2538,39.365161,-121.693577,No,1,"Butte CO Parcels 2012, Aerial",4.75507E+12,12-Sep,12-Aug
5968,4.75507E+12,Active,No,Traditional,High School,Public,Gridley High,Gridley Unified,Butte,300 East Spruce Street,Gridley,CA,95948-2235,39.368774,-121.682428,No,1,Butte CO Parcels 2012,4.75507E+12,12-Sep,12-Sep
5969,4.75508E+12,Active,No,Traditional,Intermediate/Middle/Junior High,Public,Sycamore Middle,Gridley Unified,Butte,1125 Sycamore Street,Gridley,CA,95948-2949,39.362546,-121.70054,No,1,Butte CO Parcels 2012,4.75508E+12,8-Jun,8-May
5970,4.75508E+12,Active,No,Traditional,Elementary,Public,McKinley Elementary,Gridley Unified,Butte,1045 Sycamore Street,Gridley,CA,95948-3040,39.362691,-121.697918,No,1,Butte CO Parcels 2012,4.75508E+12,K-1,K-2
5971,4.75508E+12,Active,No,Traditional,Elementary,Public,Wilson Elementary,Gridley Unified,Butte,409 Magnolia Street,Gridley,CA,95948-2533,39.362435,-121.691582,No,1,Butte CO Parcels 2012,4.75508E+12,5-Feb,6-Feb
5972,4.615E+12,Active,No,Traditional,Elementary - Intermediate/Middle/Junior High Combination,Public,Manzanita Elementary,Manzanita Elementary,Butte,627 East Evans-Reimer Road,Gridley,CA,95948-9736,39.335953,-121.658791,No,1,Butte CO Parcels 2012,4.615E+12,K-8,K-8
5973,4.61508E+12,Active,No,Traditional,Elementary,Public,Oakdale Heights Elementary,Oroville City Elementary,Butte,2255 Las Plumas Avenue,Oroville,CA,95966-6940,39.4794,-121.545173,No,1,Butte CO Parcels 2012,4.61508E+12,K-5,K-5
5974,4.61515E+12,Active,No,Traditional,High School,Public,Las Plumas High,Oroville Union High,Butte,2380 Las Plumas Avenue,Oroville,CA,95966-7305,39.478631,-121.537786,No,1,Butte CO Parcels 2012,4.61515E+12,12-Sep,12-Sep
5975,4.61508E+12,Active,No,Traditional,Elementary,Public,Ophir Elementary,Oroville City Elementary,Butte,210 Oakvale Avenue,Oroville,CA,95966-9494,39.497906,-121.494327,No,1,Butte CO Parcels 2012,4.61508E+12,K-5,K-5
5976,4.61508E+12,Active,No,Traditional,Elementary,Public,Stanford Avenue Elementary,Oroville City Elementary,Butte,1801 Stanford Avenue,Oroville,CA,95966-5231,39.514322,-121.534598,No,1,Butte CO Parcels 2012,4.61508E+12,K-5,K-5
5977,4.61507E+12,Active,No,Traditional,Intermediate/Middle/Junior High,Public,Ishi Hills Middle,Oroville City Elementary,Butte,1 Ishi Hills Way,Oroville,CA,95966-5519,39.50627,-121.529356,No,1,Butte CO Parcels 2012,4.61507E+12,8-Jun,8-Jun
5978,4.61515E+12,Active,No,Traditional,High School,Public,Oroville High,Oroville Union High,Butte,1535 Bridge Street,Oroville,CA,95966-5060,39.511304,-121.545798,Yes,2,Butte CO Parcels 2012,4.61515E+12,12-Sep,12-Sep
5979,4.61515E+12,Active,No,Community Day School,High School,Public,Oroville High Community Day,Oroville Union High,Butte,2120 Second Street,Oroville,CA,95965-3415,39.522243,-121.568598,No,1,Butte CO Parcels 2012,4.61515E+12,12-Sep,12-Oct
5980,4.61515E+12,Active,No,Continuation School,High School,Public,Prospect High (Continuation),Oroville Union High,Butte,2060 Second Street,Oroville,CA,95965-3497,39.521347,-121.567823,No,1,Butte CO Parcels 2012,4.61515E+12,12-Sep,12-Oct
5981,4.61524E+12,Active,No,Traditional,Elementary,Public,Honcut,Palermo Union Elementary,Butte,68 School Street,Oroville,CA,95966,39.328833,-121.535271,No,1,Butte CO Parcels 2012,4.61524E+12,K-3,K-3
5982,4.61523E+12,Active,No,Traditional,Elementary,Public,Golden Hills Elementary,Palermo Union Elementary,Butte,2400 Via Canela,Oroville,CA,95966-7200,39.473612,-121.533735,No,1,Butte CO Parcels 2012,4.61523E+12,5-Apr,5-Apr
5983,4.61524E+12,Active,No,Traditional,Elementary,Public,Helen M. Wilcox Elementary,Palermo Union Elementary,Butte,5737 Autrey Lane,Oroville,CA,95966-7278,39.475114,-121.534311,No,1,Butte CO Parcels 2012,4.61524E+12,K-3,K-3
5984,4.61524E+12,Active,No,Community Day School,Elementary - Intermediate/Middle/Junior High Combination,Public,Palermo Union Community Day (K-8),Palermo Union Elementary,Butte,7350 Bulldog Way,Palermo,CA,95968-9700,39.436272,-121.547481,Yes,2,Butte CO Parcels 2012,4.61524E+12,K-8,8-Mar
5985,4.61524E+12,Active,No,Traditional,Intermediate/Middle/Junior High,Public,Palermo,Palermo Union Elementary,Butte,7350 Bulldog Way,Palermo,CA,95968-9700,39.436272,-121.547481,Yes,2,Butte CO Parcels 2012,4.61524E+12,8-Jun,8-Jun
5986,4.61532E+12,Active,No,Traditional,Elementary,Public,Cedarwood Elementary,Paradise Unified,Butte,6400 Columbine Road,Magalia,CA,95954-9152,39.853395,-121.596608,No,1,Butte CO Parcels 2012,4.61532E+12,K-6,K-6
5987,4.61531E+12,Active,No,Continuation School,High School,Public,Ridgeview High (Continuation),Paradise Unified,Butte,13835 West Park Dr,Magalia,CA,95954-0640,39.804876,-121.579726,No,1,Butte CO Parcels 2012,4.61531E+12,12-Sep,12-Oct
5988,4.61532E+12,Active,No,Traditional,Elementary,Public,Paradise Elementary,Paradise Unified,Butte,588 Pearson Road,Paradise,CA,95969-5193,39.751111,-121.610571,Yes,5,Butte CO Parcels 2012,4.61532E+12,K-5,K-5
5989,4.61532E+12,Active,No,Traditional,Intermediate/Middle/Junior High,Public,Paradise Intermediate,Paradise Unified,Butte,5911 Maxwell Drive,Paradise,CA,95969-5194,39.751111,-121.610571,Yes,5,Butte CO Parcels 2012,4.61532E+12,8-Jul,8-Jul
5990,4.61532E+12,Active,No,Traditional,Elementary,Public,Ponderosa Elementary,Paradise Unified,Butte,6593 Pentz Road,Paradise,CA,95969-3632,39.775295,-121.580798,No,1,Butte CO Parcels 2012,4.61532E+12,K-5,K-5
5991,4.61532E+12,Active,No,Traditional,Elementary,Public,Pine Ridge,Paradise Unified,Butte,13878 Compton Drive,Magalia,CA,95954-9430,39.812409,-121.600565,No,1,Butte CO Parcels 2012,4.61532E+12,P-6,K-6
5992,4.61532E+12,Active,Yes,Traditional,Elementary - Intermediate/Middle/Junior High Combination,Public,Children's Community Charter,Paradise Unified,Butte,6830 Pentz Rd,Paradise,CA,95969-2902,39.783761,-121.578561,No,1,Butte CO Parcels 2012,4.61532E+12,K-8,K-8
5993,4.61531E+12,Active,Yes,Traditional,Elementary - Intermediate/Middle/Junior High Combination,Public,Achieve Charter School of Paradise Inc.,Paradise Unified,Butte,1494 East Avenue,Chico,CA,95928-1610,39.760449,-121.621024,No,1,Butte CO Parcels 2012,4.61531E+12,K-8,K-8
5994,4.7338E+12,Active,No,Traditional,Elementary - Intermediate/Middle/Junior High Combination,Public,Berry Creek Elementary,Pioneer Union Elementary,Butte,286 Rockerfeller Road,Berry Creek,CA,95916-9724,39.624738,-121.37576,No,1,Butte CO Parcels 2012,4.7338E+12,K-8,K-8
5995,4.6155E+12,Active,No,Traditional,Intermediate/Middle/Junior High,Public,Nelson Avenue Middle,Thermalito Union Elementary,Butte,2255 Sixth Street,Oroville,CA,95965-3260,39.525337,-121.580072,No,1,Butte CO Parcels 2012,4.6155E+12,8-Jun,8-Jun
5996,4.6155E+12,Active,No,Traditional,Elementary,Public,Poplar Avenue Elementary,Thermalito Union Elementary,Butte,2075 Poplar Avenue,Oroville,CA,95965-3046,39.5125,-121.611809,No,1,Butte CO Parcels 2012,4.6155E+12,K-5,K-5
5997,4.6155E+12,Active,No,Traditional,Elementary,Public,Sierra Avenue Elementary,Thermalito Union Elementary,Butte,1050 Sierra Avenue,Oroville,CA,95965-4238,39.509969,-121.589346,No,1,Butte CO Parcels 2012,4.6155E+12,K-5,K-5
5998,4.6155E+12,Active,No,Community Day School,Intermediate/Middle/Junior High,Public,Heritage Community Day,Thermalito Union Elementary,Butte,2255 Sixth Street,Oroville,CA,95965-3251,39.521109,-121.576133,Yes,2,Butte CO Parcels 2012,4.6155E+12,8-Apr,8-Jun
5999,1.10017E+12,Active,Yes,Traditional,Intermediate/Middle/Junior High - High Combination,Public,Envision Academy for Arts & Technology,Alameda County Office of Education,Alameda,1515 Webster Street,Oakland,CA,94612-3355,37.804722,-122.268394,No,1,Alameda CO Parcels 2011,1.10017E+12,12-Jun,12-Jun
6000,1.10017E+12,Active,Yes,Traditional,Elementary - Intermediate/Middle/Junior High Combination,Public,Yu Ming Charter,Alameda County Office of Education,Alameda,1086 Alcatraz Avenue,Oakland,CA,94608-1265,37.800082,-122.269722,No,1,Alameda CO Parcels 2011,1.10017E+12,K-8,K-8
6001,1.10017E+12,Active,Yes,Traditional,Elementary - Intermediate/Middle/Junior High Combination,Public,Urban Montessori Charter,Alameda County Office of Education,Alameda,4551 Steele Street,Oakland,CA,94619-3312,37.778352,-122.189501,No,1,Alameda CO Parcels 2011,1.10017E+12,K-8,K-8
6002,1.10017E+12,Active,No,County Community School,Intermediate/Middle/Junior High - High Combination,Public,Alameda County Community,Alameda County Office of Education,Alameda,313 West Winton Avenue,Hayward,CA,94544-1136,37.658917,-122.098761,No,1,Alameda CO Parcels 2011,1.10017E+12,K-12,12-Jul
6003,1.10018E+12,Active,Yes,Traditional,Elementary,Public,Cox Academy,Alameda County Office of Education,Alameda,9860 Sunnyside Street,Oakland,CA,94603-2750,37.74717,-122.161735,Yes,2,Alameda CO Parcels 2011,1.10018E+12,P-5,K-5
6004,1.10018E+12,Active,Yes,Traditional,Elementary - Intermediate/Middle/Junior High Combination,Public,Lazear Charter Academy,Alameda County Office of Education,Alameda,824 29th Avenue,Oakland,CA,94601-2205,37.775775,-122.231668,No,1,Alameda CO Parcels 2011,1.10018E+12,K-8,K-8
6005,1.31609E+12,Active,No,State Special School,Elementary - High Combination,Public,California School for the Blind,California School for the Blind (State Special Schl),Alameda,500 Walnut Avenue,Fremont,CA,94536-4365,37.560989,-121.962909,Yes,2,Alameda CO Parcels 2011,1.31609E+12,K-Adult,12-Jan
6006,1.31617E+12,Active,No,State Special School,Elementary - High Combination,Public,California School for the Deaf-Fremont,California School for the Deaf-Fremont (State Special Schl),Alameda,39350 Gallaudet Drive,Fremont,CA,94538-2308,37.560989,-121.962909,Yes,2,Alameda CO Parcels 2011,1.31617E+12,P-12,K-12
6007,1.61119E+12,Active,No,Alternative School of Choice,High School,Public,Alameda Science and Technology Institute,Alameda Unified,Alameda,555 Ralph Appezzato Memorial Parkway,Alameda,CA,94501-2109,37.781396,-122.280515,No,1,Alameda CO Parcels 2011,1.61119E+12,12-Sep,12-Sep
6008,1.61119E+12,Active,No,Traditional,Elementary,Public,Ruby Bridges Elementary,Alameda Unified,Alameda,351 Jack London Avenue,Alameda,CA,94501-3901,37.782447,-122.286145,No,1,Alameda CO Parcels 2011,1.61119E+12,K-5,K-5
